;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
11366;267044.0259013588;6251835.080334479;restaurant;Royal Fata;;;asian;;https://royalfata.com/;75056;Paris;restaurant;;;;
11369;258764.58311386371;6248071.496007956;restaurant;Crêperie du Manoir Breton;;;pancake;;;75056;Paris;restaurant;;;;
11371;262567.0565442785;6252298.039227686;restaurant;Pramil;Tu-Sa 12:00-14:30,19:30-22:30;;french;+33 1 42 72 03 60;http://pramil.fr;75056;Paris;restaurant;;;;
11377;262357.58665845275;6251935.427123763;restaurant;Song Heng;Mo-Fr 11:00-16:00, Sa 11:00-15:00;;vietnamese;;;75056;Paris;restaurant;;;;
11379;262065.0613005463;6251875.168141913;restaurant;Derrière;;limited;french;;;75056;Paris;restaurant;;;;
11382;264522.1496291317;6251054.886535285;restaurant;Hawaian poke bowl;;;hawaiian;;;75056;Paris;restaurant;;;;
11383;264966.68175171653;6251290.825478106;restaurant;Chez Ugo;;;italian;;;75056;Paris;restaurant;;;;
11387;262555.64629647223;6252301.406847997;restaurant;Chez Alain;;;couscous;;;75056;Paris;restaurant;;;;
11394;263482.2363419882;6245119.252625604;restaurant;Lak Thai;Mo-Su 11:00-21:00;yes;thai;+33 1 53 60 12 42;;75056;Paris;restaurant;;;;
11403;261258.5293258508;6253008.416772005;restaurant;La Patacca;;;pizza;;;75056;Paris;restaurant;;;;
11404;256251.71258844176;6252969.169802088;restaurant;O'Kaslik;;;lebanese;;;75056;Paris;restaurant;;;;
11406;256217.09222680505;6252880.0989795225;fast_food;Delicious Café;;;sandwich;;;75056;Paris;restaurant;;;;
11407;256249.497330575;6252915.436104244;restaurant;Paillettes;;;french;;;75056;Paris;restaurant;;;;
11419;259584.46229550525;6249411.567322363;restaurant;Le 27 Madame;;;french;+33 1 45 48 69 57;;75056;Paris;restaurant;;;;
11430;257665.38106592372;6253496.62434194;fast_food;Inui;;;hawaian;;;75056;Paris;restaurant;;;;
11431;262610.96095144737;6252976.0071222745;restaurant;Onyriza;Th-Sa 11:00-19:00;;french;;http://www.onyriza.com;75056;Paris;restaurant;;;;
11433;264278.5380554797;6251475.703055249;restaurant;Le petit Zagreb;;;greek;+33 9 53 59 28 53;http://facebook.com;75056;Paris;restaurant;;;;
11437;260723.93973521428;6251876.724953785;restaurant;Kei;;;"japanese;french";;;75056;Paris;restaurant;;;;
11444;258427.84165421405;6247250.821586567;restaurant;Le Comptoir de Papa;Mo-Sa 11:00-21:00;;"greek;mediterranean;persian";+33 9 53 15 07 64;https://www.lecomptoirdepapa.com;75056;Paris;restaurant;;;;
11445;257072.9387359219;6253287.652621095;restaurant;Shabestan;Mo-Su 12:00-23:00;;persian;;;75056;Paris;restaurant;;;;
11450;260862.8775916734;6254571.961614638;restaurant;Salento Montmartre;;;italian;;;75056;Paris;restaurant;;;;
11451;261810.29551391676;6247291.225957979;fast_food;Sushi Konnichiwa;;;"sushi;japanese";;;75056;Paris;restaurant;;;;
11452;261992.4253328037;6246577.04916645;restaurant;Yobo;;;korean;;;75056;Paris;restaurant;;;;
11454;260938.5525815146;6257385.3159582075;restaurant;Le Petit Gourmand;;;local;+33 1 77 32 71 51;https://www.lepetitgourmand18.com;75056;Paris;restaurant;;;;
11459;263112.82261179073;6253577.459040141;restaurant;Bang!;;no;international;;;75056;Paris;restaurant;;;;
11462;262143.47474986105;6248611.23061954;fast_food;Hoa Sen;;;vietnamese;;;75056;Paris;restaurant;;;;
11467;263034.36463467963;6256219.160878497;restaurant;Cristal;;;crepe;;;75056;Paris;restaurant;;;;
11468;253984.86926962202;6247406.740564958;restaurant;Délices de Lourmel;;;asian;;;75056;Paris;restaurant;;;;
11469;260450.71717701128;6250289.805312391;restaurant;Resto Gasy;;;Madagascar;;;75056;Paris;restaurant;;;;
11471;261838.87122720346;6248840.944145951;restaurant;Khaaw Hom;;;thai;;;75056;Paris;restaurant;;;;
11474;259450.8900385024;6250312.087268795;restaurant;Ristorante Caffe Toscano;;;italian;;;75056;Paris;restaurant;;;;
11484;258146.05862716906;6256085.9015618805;restaurant;Takuya Sushi;;;"sushi;japanese";+33 1 42 63 58 10;;75056;Paris;restaurant;;;;
11485;258253.8938179005;6256089.74473729;restaurant;Thé vert;;;thai;;;75056;Paris;restaurant;;;;
11486;258190.35265255568;6256148.882453775;restaurant;Onigiriya;;;japanese;;;75056;Paris;restaurant;;;;
11487;258169.0794978651;6256123.943996183;fast_food;Sarra(cui)sine;;;crepe;;;75056;Paris;restaurant;;;;
11494;258215.93387153998;6256145.242416351;restaurant;O25-gourmet;;;"portuguese;rotisserie";;;75056;Paris;restaurant;;;;
11496;255049.05020575848;6246857.459838049;restaurant;Maw’Ade;;;lebanese;+33.1 45 33 17 20;https://mawade.fr/;75056;Paris;restaurant;;;;
11503;258004.4157070837;6256028.034047923;restaurant;Kalypso;;;fish;;;75056;Paris;restaurant;;;;
11509;262177.85020861804;6253483.9305209955;restaurant;Afendi;;;lebanese;+33 1 56 92 28 01;https://afendi-paris.com/;75056;Paris;restaurant;;;;
11513;258639.03699214707;6247029.3197561605;restaurant;La Campagnola;"Mo-Sa 12:00-14:30, 19:00-23:00; Su off";;italian;+33 1 43 21 03 03;https://www.restaurant-italien-la-campagnola.fr/;75056;Paris;restaurant;;;;
11515;261377.3740142217;6252895.93974132;fast_food;La bonne nouvelle;;;kebab;;;75056;Paris;restaurant;;;;
11520;262860.2943469262;6250380.60845878;restaurant;Bia;Mo-Su 8:30-23:00;limited;american;+33 1 42 72 40 21;https://www.breakfast-in-america.com/main/;75056;Paris;restaurant;;;;
11536;262381.5982726169;6251972.198681666;restaurant;Maison Chengdu;;no;"chinese; Sichuan";;;75056;Paris;restaurant;;;;
11537;262378.67057000904;6251958.424135514;fast_food;Panda crêpe;;;"chinese;crepe";;;75056;Paris;restaurant;;;;
11539;261694.0000418851;6251408.560521353;restaurant;Olive et Thym;"Tu-Fr 12:00-15:00, 19:00-23:00; Sa-Su 12:00-16:00, 19:00-23:00";;lebanese;+33 1 75 51 43 77;https://www.oliveetthym.com/;75056;Paris;restaurant;;;;
11540;260568.74923309943;6253955.120986424;restaurant;Les marmites de Fa;"Mo-Sa 11:00-15:00; Mo-We, Su 19:00-00:00; Th-Sa 19:00-02:00";;african;+33 1 48 74 28 54;http://www.lesmarmitesdefa.com;75056;Paris;restaurant;;;;
11543;265659.8236930899;6246661.45381476;fast_food;Fresh Burritos;;;burritos;;;75056;Paris;restaurant;;;;
11547;255616.2898030447;6255358.743221447;restaurant;Mr & Mrs Bond;;;italian;;;75056;Paris;restaurant;;;;
11548;267435.77032140945;6248666.019605554;restaurant;Bao Wong;;;vietnamese;;;75056;Paris;restaurant;;;;
11555;265082.3315707016;6245439.773873929;fast_food;Gaufre Crêpe;;;crepe;;;75056;Paris;restaurant;;;;
11559;262800.4489886757;6252839.5833196845;restaurant;Fine;;;italian;;;75056;Paris;restaurant;;;;
11560;260085.82301814007;6256151.997649831;restaurant;Le Bistrot du Maquis;;;french;;;75056;Paris;restaurant;;;;
11561;261162.48286919438;6247764.761288028;restaurant;Oka;;;brazilian;;;75056;Paris;restaurant;;;;
11562;261436.06164976794;6253884.912130806;restaurant;Little Mana;;;mediterranean;;;75056;Paris;restaurant;;;;
11564;259293.08352835386;6255049.966990809;restaurant;ZayTouna;;;libanese;;;75056;Paris;restaurant;;;;
11570;259522.8469573512;6247443.424815785;fast_food;Miga;;;sandwich;;;75056;Paris;restaurant;;;;
11572;256362.35303034124;6254554.289576791;restaurant;Affären;"Tu, Th 11:00-20:00; We, Fr, Sa 11:00-18:30; Su 12:00-14:00";;swedish;;;75056;Paris;restaurant;;;;
11574;258261.10732090392;6248304.290294376;restaurant;La cabane à huîtres de Francis;;;seafood;;;75056;Paris;restaurant;;;;
11575;258273.08529811332;6248307.791645053;restaurant;Fujirama;;;japanese;+33145448824;;75056;Paris;restaurant;;;;
11576;262793.4135968576;6255788.898794449;restaurant;La Maison du Soudan;;;african;;;75056;Paris;restaurant;;;;
11577;259881.70759982147;6252736.873436664;restaurant;Koba;;;japanese;;;75056;Paris;restaurant;;;;
11581;261385.5114689987;6253415.722715646;restaurant;Brigade du Tigre;Mo-Fr 11:45-15:00,19:15-23:00;;asian;+33145815156;https://www.brigadedutigre.fr/;75056;Paris;restaurant;;;;
11582;265104.8515036891;6255658.608900278;restaurant;Green Thaï;;;thai;+336 01 00 76 94;;75056;Paris;restaurant;;;;
11590;260344.17329237305;6255082.096799508;restaurant;Kalsang;;;tibet;;;75056;Paris;restaurant;;;;
11599;260885.04130229037;6252591.991832785;restaurant;Restaurant asiatique;;yes;"sushi; sashimi";;;75056;Paris;restaurant;;;;
11602;258341.2350903769;6253524.652365967;fast_food;Il caffè;;;italian;;;75056;Paris;restaurant;;;;
11603;258345.88824509206;6253506.610161123;restaurant;Couscook;;;arab;;;75056;Paris;restaurant;;;;
11607;258126.24375780785;6255563.872341332;restaurant;Cafuné;;;brazilian;;;75056;Paris;restaurant;;;;
11624;258237.80815148092;6248741.039986741;restaurant;Joséphine « Chez Dumonet »;Mo-Fr 12:00-14:30,19:30-21:30;;french;+33 1 45 48 52 40;;75056;Paris;restaurant;;;;
11630;259567.5973926501;6248010.16508962;restaurant;My Noodles;"Mo,We-Sa 11:30-14:40,18:00-22:30; Tu 11:30-14:40;Su 18:00-22:30";;chinese;;;75056;Paris;restaurant;;;;
11631;259524.20505513888;6249958.137623354;restaurant;La Bocca Della Verita;"Mo-Fr 12:00-14:30;Mo-Th, Su 19:30-22:30;Fr-Sa 19:30-23:00;Sa-Su 12:30-15:00";;italian;;http://www.boccadellaverita.fr/;75056;Paris;restaurant;;;;
11632;259784.06927444667;6250019.821010494;restaurant;Le Canton;Mo-Sa 11:45-14:00, 19:00-22:00;;chinese;+33143265186;;75056;Paris;restaurant;;;;
11635;259780.50705074132;6249849.7444544975;restaurant;La Crêpe Rit du Clown;;;crepe;;;75056;Paris;restaurant;;;;
11637;259819.9586782784;6249755.411213273;restaurant;L'enfance de Lard;"Mo-Fr 11:30-14:30,18:30-00:00; Sa-Su 11:30-00:00";;french;+33 1 46 33 89 65;https://www.lenfance-de-lard.fr/;75056;Paris;restaurant;;;;
11639;260204.94600523787;6249806.739464232;restaurant;Oenosteria;;;italian;+33177159413;;75056;Paris;restaurant;;;;
11640;260123.01486001402;6250073.756276633;restaurant;Le Germain;"Sa-Tu 08:00-02:00; We-Fr 08:00-05:00";;french;+33 1 43 26 02 93;https://germainparis.com/;75056;Paris;restaurant;;;;
11642;260263.24402256636;6250213.553077462;restaurant;Alcazar;Mo-Su 12:00-14:30, 19:00-23:30;;french;;;75056;Paris;restaurant;;;;
11643;260245.75573056267;6250093.63526468;restaurant;Café Jade;;;french;;;75056;Paris;restaurant;;;;
11644;260235.69244859496;6250095.9023181945;fast_food;JEFP TRAITEUR;Mo-Su 09:30-20:30;;deli;;http://jsfp-traiteur.com;75056;Paris;restaurant;;;;
11654;258386.35287999542;6252928.162920924;restaurant;Pizza Miramar;;;pizza;;;75056;Paris;restaurant;;;;
11668;258087.2819360302;6253591.794754985;restaurant;Saitama;;;japanese;;;75056;Paris;restaurant;;;;
11672;258532.79367013398;6253480.460879917;restaurant;O Bistrot de Tom;Mo-Su 11:30-21:30;;"pizza;salade";;;75056;Paris;restaurant;;;;
11675;258632.03499617623;6253052.825809405;restaurant;Shangralila;;;chinese;+33142653171;;75056;Paris;restaurant;;;;
11678;258625.40035452493;6253060.221696874;restaurant;Matteo;;;pizza;;;75056;Paris;restaurant;;;;
11681;258717.25006637842;6253250.892275119;restaurant;Pompei;;;italian;;;75056;Paris;restaurant;;;;
11689;258867.0972329353;6253721.562005393;restaurant;Café Marco Polo;Mo-Sa 07:00-01:00;;"pizza;italian;french";+33 1 43 87 36 05;;75056;Paris;restaurant;;;;
11690;258872.48509628963;6253535.873756678;restaurant;Triadou Haussmann;Mo-Su 07:00-01:00;limited;brasserie;;http://www.triadouhaussmann.fr;75056;Paris;restaurant;;;;
11692;258406.44604808366;6253879.715886181;restaurant;Le Gaigne;Mo-Fr 12:00-14:00,19:00-22:00;;french;+33145222362;https://www.restaurantlegaigne.fr/;75056;Paris;restaurant;;;;
11701;259041.80204178623;6253956.390438299;fast_food;Royal Express;;;kebab;;;75056;Paris;restaurant;;;;
11706;259124.64600683458;6255079.049710186;restaurant;Tabla Pizza;"Su-Th 12:00-00:00; Fr 12:00-00:30; Sa 12:00-01:00";;"pizza;burger;italian_pizza";+33142854071;https://www.tablapizza.fr/;75056;Paris;restaurant;;;;
11711;258671.2862486299;6255054.926958594;restaurant;L'Étoile du Kashmir;;;indian;;;75056;Paris;restaurant;;;;
11712;258295.9503215222;6254544.945755614;restaurant;Au Bon Sushi;;;japanese;;;75056;Paris;restaurant;;;;
11714;258293.23412594685;6254508.789327277;restaurant;Au Bois D'Acacia;;;lebanese;;;75056;Paris;restaurant;;;;
11715;258074.26868755653;6254612.48556482;restaurant;Le Publisher;Mo-Sa 11:00-14:00, 18:00-00:00;;irish;+33984017447;https://eater.space/publisher;75056;Paris;restaurant;;;;
11722;257058.84568838746;6253397.866916902;restaurant;Les Oreilles et La Queue;"12:00-14:30; 19:00-23:30";yes;"french;meat";+33 1 43 59 35 39;;75056;Paris;restaurant;;;;
11729;256838.71139534377;6253245.628721148;restaurant;Brasserie Sicilienne;;;italian;;;75056;Paris;restaurant;;;;
11741;256220.67671440862;6252924.964291001;restaurant;La Maison du Caviar;;;seafood;;;75056;Paris;restaurant;;;;
11742;256281.06753816394;6252787.424347146;restaurant;Al Ajami;;;lebanese;;;75056;Paris;restaurant;;;;
11748;256357.09875037576;6252347.301384909;restaurant;Ratn;;;indian;;;75056;Paris;restaurant;;;;
11754;255866.17979597743;6252547.212901501;restaurant;Villa Sophia;;;italian;;;75056;Paris;restaurant;;;;
11756;256271.89481212263;6253244.61324487;restaurant;Restaurant Yang;;;chinese;;;75056;Paris;restaurant;;;;
11758;266662.1666520907;6252939.078889299;restaurant;Là-Haut;"Mo-We 09:30-24:00; Th,Fr 09:30-02:00; Sa 10:00-02:00";;french;;;75056;Paris;restaurant;;;;
11760;267626.10438676784;6251151.941518022;restaurant;Blaise et Basile;;limited;pizza;;https://www.peppeparis.fr/;75056;Paris;restaurant;;;;
11763;267234.894300273;6250867.514005385;restaurant;Lou Tiap;Tu,Th-Sa 12:00-14:00, Tu-Sa 19:30-22:30;yes;"regional;french";;;75056;Paris;restaurant;;;;
11777;256042.71024447738;6252732.067138823;restaurant;La Haute Cloche;Mo-Fr 12:00-14:00, 19:00-22:30;;french;;https://www.lahautecloche.fr/;75056;Paris;restaurant;;;;
11779;256418.3578661593;6252742.136674399;restaurant;Ziti;;;italian;;;75056;Paris;restaurant;;;;
11787;256683.1758028074;6252823.742663312;restaurant;Maison de l'Alsace;;limited;french;+33 1 53 93 97 00;https://www.restaurantalsace.com;75056;Paris;restaurant;;;;
11795;261735.956357965;6247501.3859175835;restaurant;Mango Thaï;;;thai;;;75056;Paris;restaurant;;;;
11798;259981.69476645198;6253470.542791791;fast_food;La Maison des Protéines;;;local;+33 1 53 16 43 34;;75056;Paris;restaurant;;;;
11800;266344.8281796863;6255962.311388647;fast_food;Istanbul Gourmand;;;kebab;+33 1 77 16 94 84;;75056;Paris;restaurant;;;;
11803;262914.3844875026;6255059.73457518;restaurant;Nalas Aappakadai;;;indian;;;75056;Paris;restaurant;;;;
11805;262871.3372404129;6255029.229955632;restaurant;Bharath;;;indian;;;75056;Paris;restaurant;;;;
11807;262817.63671805424;6255127.481631669;restaurant;Thensurabi;;;indian;;;75056;Paris;restaurant;;;;
11809;266081.2347574369;6253406.1601268025;restaurant;Les Rigoles;;;french;;https://www.lesrigoles.com/;75056;Paris;restaurant;;;;
11811;263115.9729533802;6254882.650189719;restaurant;La Bulle;;;smart traditional;;;75056;Paris;restaurant;;;;
11812;263179.21355609986;6254313.181664799;restaurant;Le Chansonnier;;;french;;http://www.bistro-lechansonnier.com;75056;Paris;restaurant;;;;
11814;263238.7694836742;6254538.242585888;restaurant;Le Phénicien;Dimanche à Jeudi 11h/23h Vendredi et Samedi 11h/23h55;;lebanese;;http://www.lephenicien.com;75056;Paris;restaurant;;;;
11817;262430.712431955;6254475.527580829;restaurant;Chennai Dosa;Mo-Su 09:00-23:00;;indian;+33 1 40 35 76 69;;75056;Paris;restaurant;;;;
11818;262474.04910972074;6254604.225027918;restaurant;Madras Café;;;indian;;;75056;Paris;restaurant;;;;
11822;259596.03952254777;6255991.972865654;restaurant;El Tequila Mexicana;"Sa-Su 11:30-23:30; Tu-Fr 11:30-14:30, 18:00-23:30; Mo 18:00-23:30";;mexican;+33 1 44 90 09 07;http://eltequila.fr/notre-carte/;75056;Paris;restaurant;;;;
11823;258947.64801647325;6253738.7753142705;restaurant;Garnier;;;fish;;;75056;Paris;restaurant;;;;
11828;263329.22770189284;6244268.043160199;restaurant;Melinda;;;asian;;;75056;Paris;restaurant;;;;
11830;255577.81778702652;6253742.312763592;restaurant;Monte Carlo;Mo-Su 11:00-23:00;;french;;;75056;Paris;restaurant;;;;
11833;263261.56771538866;6254990.803094121;restaurant;Le Local BIO;Mo 08:00-15:00, Tu,Th,Fr 09:00-15:00, We 08:00-20:00;no;sandwich;;;75056;Paris;restaurant;;;;
11841;264869.2994611705;6245758.1428112015;restaurant;Indiana Club;;yes;american;;;75056;Paris;restaurant;;;;
11842;265004.9756565494;6245792.638570484;restaurant;Fø Pizza;"Mo-Fr 11:30-15:00, 19:00-22:30; Sa 19:00-22:30";;pizza;+33 1 43 40 37 20;https://fo-pizza.com/;75056;Paris;restaurant;;;;
11845;264453.33191992337;6246428.97524113;fast_food;Laurent & Fils;Su-Th 09:40-23:00, Fr,Sa 09:40-24:00;yes;crepe;;;75056;Paris;restaurant;;;;
11847;261160.45685446195;6249638.240504585;restaurant;Mexi & Co;;;mexican;;;75056;Paris;restaurant;;;;
11852;258015.39180887595;6249749.388538427;restaurant;Ô Soleil de Naples;;;italian;;;75056;Paris;restaurant;;;;
11859;260150.087760175;6252452.240381169;restaurant;ZenZoo;Mo-Sa 12:00-19:00;no;tea;;;75056;Paris;restaurant;;;;
11867;263202.91347568965;6254640.348009017;fast_food;New Festin Imperial;;;chinese;;;75056;Paris;restaurant;;;;
11868;263549.43991858006;6254998.099105952;restaurant;Zaitoun (Léa Beyrouth);"Mo-Fr 12:00-14:00; Mo-Su 18:00-23:00";;lebanese;+33 9 52 61 42 74;;75056;Paris;restaurant;;;;
11887;259398.04667622285;6247684.793895858;restaurant;Jockey Club;;;french;;;75056;Paris;restaurant;;;;
11896;260820.72090050997;6244338.189258519;fast_food;Grill Instanbul;;no;"burger;kebab;pizza";;;75056;Paris;restaurant;;;;
11904;264133.39970338345;6253519.997947338;restaurant;La Sardine;Mo-Su 09:00-02:00;;"tapas;french";+331 42 49 19 46;http://barlasardine.com;75056;Paris;restaurant;;;;
11906;254748.532108413;6252695.1399696525;restaurant;La Belle Chine;;;chinese;;;75056;Paris;restaurant;;;;
11912;255104.20901344655;6253588.341995014;restaurant;Le Palanquin;;;chinese;;;75056;Paris;restaurant;;;;
11927;265064.15309785504;6249426.97867348;restaurant;L'Ébauchoir;;limited;french;;;75056;Paris;restaurant;;;;
11928;264911.3003050469;6249364.707513648;restaurant;Le Berbère;;limited;couscous;;;75056;Paris;restaurant;;;;
11932;254426.07293943208;6252058.99237541;restaurant;La Table Lauriston;;;french;;;75056;Paris;restaurant;;;;
11933;254167.2439913887;6252026.095616279;restaurant;Brasserie du Mexique;;;french;;;75056;Paris;restaurant;;;;
11935;264168.14251646;6248856.777354862;fast_food;Le Rapide de Lyon;Mo-Su 11:00-00:00;no;kebab;;;75056;Paris;restaurant;;;;
11936;264199.0782029515;6248833.3658683915;restaurant;Bouchon de la Gare;"Mo-Fr 12:00-15:00; 19:00-21:00";no;french;;;75056;Paris;restaurant;;;;
11937;264195.0373054357;6248859.128656574;fast_food;Hayashi Sushi;Mo-Su 11:00-15:00,18:00-23:00;no;sushi;+33 1 44 68 80 37;http://www.hayashisushi.fr/;75056;Paris;restaurant;;;;
11952;253865.24534481557;6250886.9718592195;restaurant;Akasaka;Tu-Sa 12:00-14:00,19:00-22:00;;japanese;+33 1 42 88 77 86;http://www.akasaka.fr/;75056;Paris;restaurant;;;;
11953;253855.8833756399;6251132.060045857;fast_food;Planète Sushi;;yes;sushi;+33140721515;;75056;Paris;restaurant;;;;
11954;254107.77711940688;6251248.185423523;fast_food;Manjé & co;Mo-Fr 10:00-16:00;;"italian_pizza;cake;noodles;pasta;sandwich;coffee_shop;french";;https://www.manjeandco.com;75056;Paris;restaurant;;;;
11956;263609.37433242315;6250109.149366911;restaurant;Brasserie Bofinger;"Mo-Sa 12:00-15:00, 18:30-00:00; Su 12:00-15:00, 18:30-23:00";yes;french;+33 1 42 72 87 82;https://www.bofingerparis.com/;75056;Paris;restaurant;;;;
11958;257654.43835997875;6247693.098427057;restaurant;La Scuderia;Mo-Sa 12:00-14:30,18:30-23:00;;"pizza;pasta";;https://lascuderia.paris;75056;Paris;restaurant;;;;
11961;257685.69687299346;6247932.495683519;restaurant;Les Montparnos;;;french;;;75056;Paris;restaurant;;;;
11964;261120.09240710034;6253883.371875556;restaurant;Hong Kong;;;chinese;;;75056;Paris;restaurant;;;;
11969;264228.8227708914;6249096.27516494;restaurant;Parce Que !;"Mo-We,Fr 10:00-16:00; Th 10:00-19:00";;sandwich;+33953856463;http://www.parceque-paris12.fr/;75056;Paris;restaurant;;;;
11972;261246.8741751648;6249732.961545378;restaurant;La boîte à Mam Ma;;no;vietnamese;;;75056;Paris;restaurant;;;;
11974;252702.3017564473;6250323.541266166;restaurant;Le N°41;Mo-Su 07:00-00:00;;french;+33 1 45 03 65 16;https://n41.fr;75056;Paris;restaurant;;;;
11975;253206.84621651872;6250729.195332845;restaurant;Le Bois le Vent;;no;lebanese;;;75056;Paris;restaurant;;;;
11976;253778.1935030152;6250535.654501383;restaurant;Le Bistro des Vignes;Mo-Su 12:00-14:30, Su-Th 19:00-22:30, Fr,Sa 19:00-23:00;yes;french;;http://www.bistrotdesvignes.com/16/;75056;Paris;restaurant;;;;
11980;252640.86452947854;6250409.269091324;restaurant;Nem 101;;;chinese;;;75056;Paris;restaurant;;;;
11990;257495.58544661672;6247856.552201028;restaurant;Aux Artistes;;;french;+33 1 43 22 05 39;fr-fr.facebook.com/AuxArtistes;75056;Paris;restaurant;;;;
11991;257524.9070004917;6247908.359451705;restaurant;Le Divin Berbère;;;couscous;+33 1 43 20 91 77;;75056;Paris;restaurant;;;;
11993;257286.10442884194;6247382.250660212;restaurant;La Turquoise;;;kebab;;;75056;Paris;restaurant;;;;
11994;263459.4158463756;6254544.894973989;restaurant;Roast;;;chicken;;;75056;Paris;restaurant;;;;
11996;252427.35374613706;6249632.96227808;restaurant;Le Polo;;;burger;;;75056;Paris;restaurant;;;;
12001;263226.2015131637;6254788.565565672;restaurant;Oishii;Mo-Sa 12:00-22:30, Su 18:45-22:30;;japanese;;;75056;Paris;restaurant;;;;
12006;258912.47105738253;6244968.904674856;restaurant;Mangue Rouge;;;thai;;;75056;Paris;restaurant;;;;
12009;259106.9573397475;6244804.728841648;fast_food;Restaurant Pizzeria;;;pizza;;;75056;Paris;restaurant;;;;
12010;257818.83498398223;6247927.895079017;restaurant;Oxinara;Mo-Su 19:00-23:00, Mo-Sa 12:00-14:30;limited;japanese;;;75056;Paris;restaurant;;;;
12016;259441.79610090455;6249568.948366581;restaurant;Café Cassette;07:00-01:00;;french;+33 1 45 48 53 78;http://cafecassette.com/;75056;Paris;restaurant;;;;
12018;264747.0896101519;6250596.993343289;restaurant;Di Loretta;Tu-Sa 11:30-14:30, 18:30-22:00;yes;"pizza;italian_pizza;italian";+33684842020;https://www.pizzadiloretta.com/;75056;Paris;restaurant;;;;
12022;259884.84654539195;6251720.061279527;restaurant;Restaurant Vin et Marée;;;seafood;+33 1 42 60 16 23;http://www.vinetmareelouvre.com;75056;Paris;restaurant;;;;
12026;258513.72723167995;6255427.580935745;restaurant;Planet Thaï;;;thai;+33 1 45 22 45 12;http://www.planetthai.com;75056;Paris;restaurant;;;;
12027;263894.4489801478;6248144.096979391;restaurant;Café Barge;;;french;+33140020309;https://www.cafebarge.com/;75056;Paris;restaurant;;;;
12031;257764.46434885514;6245710.515949899;restaurant;Tora;;;japanese;+33145427976;;75056;Paris;restaurant;;;;
12033;261060.0030310336;6254309.687781564;restaurant;Kushi Yaki;Mo-Sa 12:00-15:00,19:00-23:00;;japanese;;;75056;Paris;restaurant;;;;
12034;261011.35097512775;6252063.202504892;restaurant;Le Tambour;Mo-Su 00:00-03:30,07:30-24:00;no;french;;;75056;Paris;restaurant;;;;
12038;261610.3435090424;6251538.255740146;restaurant;Forum Sushi;;;japanese;+33145088887;;75056;Paris;restaurant;;;;
12043;259236.82217536404;6246255.140727729;restaurant;Green Cafe;Mo-Sa 12:00-22:00;;italian;;;75056;Paris;restaurant;;;;
12046;262709.80331411964;6247427.547583089;restaurant;sandwicherie;;;sandwich;;;75056;Paris;restaurant;;;;
12058;255318.86431493575;6254747.678806796;restaurant;Restaurant émeraude;Mo-Fr 11:00-14:00;;regional;+33 1 43 80 23 68;;75056;Paris;restaurant;;;;
12063;265705.6500545865;6255769.127825599;restaurant;Aux Arts & Sciences Réunis;Mo-Sa 12:00-14:00,19:00-22:00;;regional;+33 1 42 40 53 18;;75056;Paris;restaurant;;;;
12066;261534.54859387432;6252156.258798512;restaurant;L'Émeraude Saint-Sauveur;Mo-Sa;;regional;+33 1 45 08 13 65;;75056;Paris;restaurant;;;;
12071;258846.3955882758;6253859.905055627;fast_food;BChef;;yes;bagel;;;75056;Paris;restaurant;;;;
12079;258756.36728528942;6253877.682838131;fast_food;Picto;"Mo-Fr 07:30-20:00; Sa 09:00-20:00; Su 10:00-19:00";yes;sandwich;;;75056;Paris;restaurant;;;;
12090;264499.7266106291;6248519.863131752;fast_food;McDonald's Originals;;;burger;;;75056;Paris;restaurant;;;;
12094;262936.33842304023;6251082.977073392;restaurant;Restaurant Émeraude La Perle;Mo-Sa;;regional;+33 1 42 71 58 48;;75056;Paris;restaurant;;;;
12095;265657.05633430736;6248692.365203309;restaurant;Restaurant Émeraude St. Éloi;Mo-Sa;;regional;+33 1 43 46 97 66;;75056;Paris;restaurant;;;;
12103;258476.38731239657;6247551.203729683;restaurant;I'Taglia;"Mo-Sa 06:30-21:00; SH 10:00-19:00";;italian;+33143226494;;75056;Paris;restaurant;;;;
12104;258379.53753736106;6247592.564799906;restaurant;Dame rose;;;french;;;75056;Paris;restaurant;;;;
12105;264643.30999351724;6246038.908037748;fast_food;Croquemie;;;sandwich;;;75056;Paris;restaurant;;;;
12130;264198.75168648426;6248590.002327962;restaurant;Le Train Bleu;"Mo-Su 11:30-14:30; Mo-Su 19:00-22:30";limited;french;;https://www.le-train-bleu.com/;75056;Paris;restaurant;;;;
12138;264497.44588464097;6248582.908343814;fast_food;Paul;;yes;sandwich;;;75056;Paris;restaurant;;;;
12141;264445.9386912792;6248471.678615938;fast_food;Philéas;;;sandwich;;;75056;Paris;restaurant;;;;
12142;264494.81465828785;6248578.74014088;restaurant;Le Café Prem1er;;;brasserie;;;75056;Paris;restaurant;;;;
12154;259981.70761783302;6251362.806654263;restaurant;Le Grand Louvre;;yes;"french;italian";;;75056;Paris;restaurant;;;;
12155;259972.84269422016;6251349.760433275;fast_food;Comptoir du Louvre;;yes;sandwich;;;75056;Paris;restaurant;;;;
12160;261634.18655842677;6251882.579107781;restaurant;Petit Bao 小包子;Mo-Su 12:00-15:00, 19:00-23:00;no;"chinese;asian";+33 6 27 57 03 95;;75056;Paris;restaurant;;;;
