;X;Y;osm_id;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;brand;wikipedia
9949;2.3750215;48.873137399723795;node/6535610727;fast_food;Le Bon Palais;;;asian;;;75056;Paris;restaurant;;;;;
9953;2.3044977;48.8823361997215;node/6536426786;restaurant;Gotti;;;italian;+33 1 47 63 96 96;http://haroldparis.paris/;75056;Paris;restaurant;;;;;
9954;2.3892705000000003;48.8528110997288;node/6536852216;restaurant;Bao Bao;Mo-Sa 11:30-15:00,18:30-23:00;;chinese;+33 1 43 48 05 11;https://baobaoparis.fr/;75056;Paris;restaurant;;;;;
9955;2.2890808;48.8500011997295;node/6537086592;restaurant;Fais ta Crêpe;;;crepe;;;75056;Paris;restaurant;;;;;
9956;2.2902077999999997;48.8501615997295;node/6537089776;restaurant;Qingfeng Fry;;;chinese;+33 1 45 79 88 88;;75056;Paris;restaurant;;;;;
9959;2.2915161;48.850641699729394;node/6537151446;restaurant;Traiteur Viala Gourmet;;;asian;;;75056;Paris;restaurant;;;;;
9967;2.3550002999999995;48.844111099730995;node/6542754028;fast_food;Délice Jussieu;;;kebab;;;75056;Paris;restaurant;;;;;
9970;2.3134193;48.894036599718596;node/6544798452;fast_food;O Berthier;;;kebab;;;75056;Paris;restaurant;;;;;
9971;2.3133576000000002;48.8939990997186;node/6544798453;restaurant;Soleil de Kyoto;;;japanese;;;75056;Paris;restaurant;;;;;
9976;2.3463302;48.8808795997219;node/6548862416;restaurant;K'S Roll;Mo-Sa 09:00-18:00;;sushi;+336 20 32 01 14;;75056;Paris;restaurant;;;;;
9977;2.3817522;48.8539677997285;node/6549455686;restaurant;Ymin;;;thai;;;75056;Paris;restaurant;;;;;
9995;2.3375722999999997;48.8751920997233;node/6562769648;restaurant;The Ugly Wok;Mo-Fr 12:00-15:00;;thai;+33 1 40 34 21 80;https://www.uglywok.com/;75056;Paris;restaurant;;;;;
9996;2.3197223;48.8821718997215;node/6563579387;fast_food;Le Savoureux Kebab;Mo-Sa 11:00-22:00;;kebab;+33 1 40 08 00 28;https://lesavoureux.business.site;75056;Paris;restaurant;;;;;
9998;2.3153951;48.8388548997323;node/6564435437;restaurant;Brasserie la Belle Époque;;;french;+33 1 43 20 69 66;;75056;Paris;restaurant;;;;;
10001;2.3259877;48.8494093997297;node/6566538585;restaurant;Pizza di Gio;Mo-Su 12:00-14:00, 19:00-23:00;;italian_pizza;+33145481008;;75056;Paris;restaurant;;;;;
10002;2.3105861;48.8702800997245;node/6569819035;restaurant;Kisin;;;japanese;;;75056;Paris;restaurant;;;;;
10004;2.4041759;48.863767799726105;node/6572311106;restaurant;Sushi King;;;sushi;;;75056;Paris;restaurant;;;;;
10006;2.3790056;48.8659570997256;node/6577033200;fast_food;Sürpriz - Berliner Kebab;"Mo-Th 12:00-16:30,18:30-23:00; Fr-Sa 12:00-16:30, 18:30-23:45";;kebab;;https://www.surpriz.paris/;75056;Paris;restaurant;;;;;
10007;2.3022182;48.876405199722996;node/6577220034;restaurant;Ekla;Mo-Fr 10:30-17:00;;regional;;;75056;Paris;restaurant;;;;;
10008;2.2999927000000002;48.8774164997227;node/6577220035;restaurant;Étoile d'Or;Mo-Fr 09:30-19:30;;chinese;;;75056;Paris;restaurant;;;;;
10009;2.2996514;48.877218599722795;node/6577220039;restaurant;Bencco;;;italian;;;75056;Paris;restaurant;;;;;
10010;2.2995894;48.8772364997228;node/6577220040;restaurant;Ashiana;;;indian;;;75056;Paris;restaurant;;;;;
10011;2.2998244;48.877176699722796;node/6577220041;restaurant;Le XXV;;;traditional;;;75056;Paris;restaurant;;;;;
10012;2.2988807;48.8774117997227;node/6577220042;restaurant;Okame;;;japanese;;;75056;Paris;restaurant;;;;;
10013;2.2887396;48.8499235997295;node/6578308159;restaurant;Kfé del Twins;;;caribbean;;;75056;Paris;restaurant;;;;;
10015;2.3643641;48.8817229997216;node/6578690749;restaurant;Norieta;;;italian;;;75056;Paris;restaurant;;;;;
10018;2.3904123;48.868144299724996;node/6578766688;restaurant;Madhupur;;;indian;;;75056;Paris;restaurant;;;;;
10019;2.3735283;48.86195259972649;node/6579145559;fast_food;Il Campionissimo;;;pizza;;https://ilcampionissimo.fr/;75056;Paris;restaurant;;;;;
10021;2.3234299;48.837088799732705;node/6580022686;restaurant;Bistrot Thai;;;thai;;;75056;Paris;restaurant;;;;;
10023;2.32697;48.856159399728;node/6581306896;restaurant;Racine des Prés;"Mo-Fr 12:00-14:00,19:30-22:30; Sa 19:30-22:30";;french;+33 1 45 48 14 16;http://www.racinesdespres.com/;75056;Paris;restaurant;;;;;
10025;2.3249979;48.856021199728005;node/6593289505;fast_food;Marzo;;;pizza;+33 1 43 35 08 05;http://www.marzo-paris.com/;75056;Paris;restaurant;;;;;
10026;2.3171846;48.8563246997279;node/6593289506;restaurant;Mido;;;japanese;;;75056;Paris;restaurant;;;;;
10030;2.3761937;48.88817809972;node/6595366385;fast_food;O'Royal;Mo-Su 11:00-22:30;;"pizza;kebab";;;75056;Paris;restaurant;;;;;
10032;2.3198251;48.8914741997192;node/6596226291;restaurant;Café Pimpin 2;;;french;;;75056;Paris;restaurant;;;;;
10033;2.3540006;48.8491093997297;node/6601958103;restaurant;Ricette Ristorante;Tu-Sa 12:00-14:00,19:00-22:30;;italian;+33 1 43 26 52 12;;75056;Paris;restaurant;;;;;
10034;2.3396821;48.877973999722606;node/6602352485;restaurant;Yoom Dim Sum;;;chinese;;;75056;Paris;restaurant;;;;;
10036;2.3376924;48.841129399731706;node/6605580751;restaurant;Restaurant Traditionnel Géorgien;;;georgian;+33182077213;;75056;Paris;restaurant;;;;;
10037;2.3535757;48.8486171997299;node/6606414943;restaurant;Noodle House;;;asian;;;75056;Paris;restaurant;;;;;
10038;2.347728;48.891776299719105;node/6609199420;fast_food;Kifak;;;traditional;+33 1 42 57 98 37;;75056;Paris;restaurant;;;;;
10039;2.322275;48.828616699734795;node/661136640;restaurant;Les Petits Plats;;;french;;;75056;Paris;restaurant;;;;;
10040;2.3226894000000002;48.8291858997347;node/661136641;restaurant;Le Grand Comptoir;;;regional;;;75056;Paris;restaurant;;;;;
10041;2.3759671;48.891180399719296;node/6612192147;restaurant;Tassaka;;;lebanese;;;75056;Paris;restaurant;;;;;
10044;2.2671667999999996;48.850381599729396;node/6622515085;restaurant;Studio 117;;;pizza;;;75056;Paris;restaurant;;;;;
10046;2.3498178;48.8590671997272;node/662753459;restaurant;Le Pavé;;yes;Auvergne;;;75056;Paris;restaurant;;;;;
10047;2.405313;48.8649746997258;node/6628707325;fast_food;Pause Kebab;;;kebab;;;75056;Paris;restaurant;;;;;
10048;2.3828127;48.855987499728;node/6631856489;restaurant;Pho 156;;;vietnamese;;;75056;Paris;restaurant;;;;;
10051;2.3770257000000004;48.865487099725705;node/6633357909;restaurant;Mamma;"Mo-We 12:00-15:00, 18:00-23:00; Th 12:00-15:00, 18:00-00:00; Fr-Sa 12:00-24:00; Su 12:00-23:00";;"pizza;pasta;italian";+33 1 47 00 37 90;https://www.mammaroma.fr/fr/home;75056;Paris;restaurant;;;;;
10052;2.38001;48.866205199725506;node/6635192351;restaurant;James Bun Oberkampf;Mo-Su 12:00-23:00;;asian;+33 1 43 87 90 13;https://james-bun.com/nos-restaurants/james-bun-oberkampf/;75056;Paris;restaurant;;;;;
10054;2.3374895;48.8795811997222;node/6635330957;restaurant;Café Limo;Mo-Su 10:00-00:00;;italian;+33 1 48 78 39 84;https://fr-fr.facebook.com/pages/category/Italian-Restaurant/Caf%C3%A9-limo-941057399262953/;75056;Paris;restaurant;;;;;
10056;2.3965914;48.856705499727795;node/6637201646;restaurant;Wanobi;;;japanese;;;75056;Paris;restaurant;;;;;
10058;2.3346928;48.8810682997218;node/6637222992;restaurant;LALÀ - La Lasagneria - Pigalle;;;italian;;;75056;Paris;restaurant;;;;;
10059;2.3368042;48.868297199725;node/6641610085;restaurant;Chez Miki;"Mo 12:00-14:30; Tu-Sa 12:00-14:30, 19:00-22:30; Su 19:00-22:30";;japanese;+33 1 42 96 04 88;;75056;Paris;restaurant;;;;;
10062;2.3730707000000004;48.8837154997211;node/6652816688;fast_food;La grande muraille;;;asian;;;75056;Paris;restaurant;;;;;
10063;2.3476446;48.8760464997231;node/6654050185;restaurant;NESO;;;french;;;75056;Paris;restaurant;;;;;
10066;2.3546072000000002;48.87136919972421;node/6655614255;restaurant;Yasmin;Mo-Su 11:00-23:30;limited;indian;;;75056;Paris;restaurant;;;;;
10068;2.3775378;48.8475508997301;node/666476157;restaurant;Le Maguey;Tu-Sa;;french;;;75056;Paris;restaurant;;;;;
10069;2.4017129;48.855546799728096;node/6665166359;restaurant;Tasty Trip;;yes;international;;;75056;Paris;restaurant;;;;;
10072;2.3981379;48.84960019972961;node/667304728;restaurant;Khun Akorn;Tu-Fr 12:00-14:00, Mo-Sa 19:30-23:00;no;thai;;;75056;Paris;restaurant;;;;;
10075;2.3887673;48.8524263997289;node/667304739;fast_food;Gül;;;kebab;;;75056;Paris;restaurant;;;;;
10078;2.3993213;48.851723399729096;node/667305408;restaurant;Fleur D'Asie;Mo-Fr 12:00-15:00,18:30-22:00;;asian;+33173747993;;75056;Paris;restaurant;;;;;
10085;2.3569392000000002;48.8650522997258;node/667338326;restaurant;Temple Céleste;Mo-Su 12:00-22:00;yes;chinese;+33 1 42 72 09 75;;75056;Paris;restaurant;;;;;
10087;2.3303431;48.827641699735096;node/667338346;fast_food;Tokyo Yaki;;no;japanese;;http://tokyoyaki-paris14.fr;75056;Paris;restaurant;;;;;
10090;2.3329402999999997;48.82892439973471;node/667338349;restaurant;Le Florissant;;limited;asian;;;75056;Paris;restaurant;;;;;
10093;2.3796868;48.873053999723794;node/667342381;restaurant;Pacifique;;;chinese;;;75056;Paris;restaurant;;;;;
10097;2.3346285;48.888842699719895;node/6684736485;restaurant;Mastino;;;"italian;italian_pizza";+33 1 42 55 14 25;https://www.fabbricagroup.fr/mastino;75056;Paris;restaurant;;;;;
10098;2.3448412999999997;48.850341399729395;node/6684800156;restaurant;Chez Jaafar;;no;oriental;;;75056;Paris;restaurant;;;;;
10100;2.3263196;48.8665146997254;node/6685579497;restaurant;Au Coin des Gourmets Indochine;;;asian;;;75056;Paris;restaurant;;;;;
10106;2.297421;48.837630999732596;node/669075449;restaurant;Pizzeria Taormina Convention;;no;pizza;;;75056;Paris;restaurant;;;;;
10110;2.3396928;48.895865999718104;node/669803007;restaurant;La Renaissance;"Mo-Fr 08:00-24:00; Sa,Su 09:00-24:00";;french;+33 146 060 176;https://www.bistrotlarenaissance.fr;75056;Paris;restaurant;;;;;
10112;2.3520105;48.86299589972629;node/6698785664;fast_food;Anatolien;;yes;kebab;;;75056;Paris;restaurant;;;;;
10113;2.3196855;48.83290749973371;node/6699385043;restaurant;Kebab Antalya;;;kebab;;;75056;Paris;restaurant;;;;;
10120;2.3320856;48.8665407997254;node/6710088960;restaurant;L'Absinthe;;;french;+33 1 49 26 90 04;http://www.restaurantabsinthe.com/;75056;Paris;restaurant;;;;;
10124;2.3836698;48.8731401997238;node/6719871945;restaurant;God Bless Broccoli;;;pizza;+33 1 73 75 43 92;;75056;Paris;restaurant;;;;;
10125;2.275341;48.8705238997244;node/6720566082;restaurant;Il Cottage;;;italian;+33 1 44 05 11 70;http://ilcottage.fr;75056;Paris;restaurant;;;;;
10126;2.339645;48.89100559971929;node/6721681707;restaurant;Bululu Arepera;;;"latin_american;venezuelian";+33 1 42 54 96 25;;75056;Paris;restaurant;;;;;
10129;2.3045936;48.857083699727795;node/6726249613;fast_food;Birdy;Mo-Fr 11:30-15:00, Mo-Fr 18:30-23:00, Sa-Su 11:30-23:00;;"burger;american";+33 1 84 25 09 88;http://birdyhamburgers.com/;75056;Paris;restaurant;;;;;
10131;2.3338248;48.879417799722205;node/672842496;restaurant;One More Sushi;"Mo-Sa 11:00-15:00, 18:00-23:00; Su 18:00-23:00";;japanese;;;75056;Paris;restaurant;;;;;
10135;2.3209463;48.84298619973129;node/674021607;restaurant;Le Clos Y;;;"japanese;french";;http://leclosy.com;75056;Paris;restaurant;;;;;
10140;2.3782796000000004;48.8502067997295;node/6753086285;restaurant;Dô & Coco;Mo-Sa;no;asian;;;75056;Paris;restaurant;;;;;
10152;2.3422554;48.856332899727896;node/676748319;restaurant;Restaurant Paul;Mo-Sa 12:00-14:00, 19:00-22:00;;"française;regional;coffee_shop";+33 1 43 54 21 48;www.restaurantpaul.fr;75056;Paris;restaurant;;;;;
10154;2.3272337000000003;48.8739988997236;node/6767966789;restaurant;Perruche;Mo-Su 09:35-02:00;;"italian;mediterranean";+33 1 42 82 60 00;http://perruche.paris;75056;Paris;restaurant;;;;;
10161;2.2815084;48.8679313997251;node/6770458707;restaurant;Jacques;Mo-Su 08:30-00:00;;french;+33 1 43 59 72 41;;75056;Paris;restaurant;;;;;
10164;2.3511587000000005;48.8257505997355;node/6774190160;restaurant;Sunny Sushi;;;sushi;;;75056;Paris;restaurant;;;;;
10165;2.3905724;48.873128799723794;node/6775602941;restaurant;Wanshun;Mo-Sa 11:30-22:30;;asian;;;75056;Paris;restaurant;;;;;
10166;2.3452992000000004;48.8906024997194;node/6775655995;fast_food;Gemüse - Berliner Kebap;Mo-Sa 12:00-15:00, Mo-Sa 19:00-23:00;;kebab;;http://gemuseparis.fr;75056;Paris;restaurant;;;;;
10171;2.3606404;48.855682999728096;node/6776060585;restaurant;Chez Ajia;"Tu-Su 12:00-23:00; Mo 19:00-23:00";yes;taiwan;;;75056;Paris;restaurant;;;;;
10178;2.3451124;48.860094299727;node/677730871;restaurant;Delhicious;;;indian;;;75056;Paris;restaurant;;;;;
10179;2.3454224999999997;48.86046739972689;node/677731059;restaurant;Ristorante Tavola Calda;;;italian;+33 1 45 08 94 66;;75056;Paris;restaurant;;;;;
10182;2.3339494999999997;48.8644649997259;node/6778844827;restaurant;Mee;;no;korean;;;75056;Paris;restaurant;;;;;
10183;2.3490959;48.8507370997293;node/6779528886;restaurant;6 fois plus de piments;;;chinese;;;75056;Paris;restaurant;;;;;
10193;2.3423684;48.86127909972671;node/678802776;restaurant;Midory;;;japanese;;;75056;Paris;restaurant;;;;;
10195;2.343211;48.8612718997267;node/678802790;restaurant;Bistrot du 1er;;;french;;http://www.bistrotdu1er.fr;75056;Paris;restaurant;;;;;
10197;2.342597;48.863934399726;node/678855681;restaurant;Loup;08:00 - 02:00;yes;french;+33 1 42 36 73 23;http://www.loup-paris.fr/;75056;Paris;restaurant;;;;;
10198;2.343122;48.86368039972611;node/678855682;restaurant;Nelsons;Mo-Su 08:00-00:00;yes;french;+33 1 42 36 74 24;atnelsons.com;75056;Paris;restaurant;;;;;
10199;2.341854;48.8602964997269;node/678876764;restaurant;Changhai Hang-Tcheou;;;chinese;;;75056;Paris;restaurant;;;;;
10202;2.3408621;48.8618529997266;node/678900205;restaurant;La Bague de Kenza;;;mediterranean;;;75056;Paris;restaurant;;;;;
10203;2.2935637000000004;48.84803829972999;node/6789807766;restaurant;Seoul Mama;Mo-Sa 12:00-14:00,19:00-21:45;;korean;+33 9 51 45 37 38;www.seoulmama.fr;75056;Paris;restaurant;;;;;
10204;2.3720675;48.865137399725796;node/6789947664;restaurant;Pierre Sang Signature;;;korean;+33 9 67 31 96 80;pierresang.com/signature;75056;Paris;restaurant;;;;;
10213;2.3398887999999998;48.8622684997265;node/679495130;restaurant;Palais Royal Hong-Kong;;;chinese;;;75056;Paris;restaurant;;;;;
10220;2.3435552000000004;48.87775699972261;node/6802180924;restaurant;KINGNA;Tu-Su 12:00-14:30,18:30-22:30;;chinese;+33148781114;;75056;Paris;restaurant;;;;;
10227;2.3490562;48.8635372997262;node/680617533;restaurant;Joe Allen;;;burger;;;75056;Paris;restaurant;;;;;
10228;2.3498973;48.8631581997262;node/680617611;restaurant;Pastapapa;;;italian;;;75056;Paris;restaurant;;;;;
10229;2.3596269;48.8708063997244;node/6807439085;restaurant;La Bibimerie;"Mo-Fr 12:00-15:00; Tu-Fr 19:00-22:00; Sa 12:30-15:30, 19:30-22:30";yes;korean;+33 1 42 85 29 12;https://www.labibimerie.com/;75056;Paris;restaurant;;;;;
10231;2.3484965;48.862997799726294;node/681283199;restaurant;Le Petit Bouillon Pharamond;Mo-Su 12:00-24:00;;french;+33 1 40 28 45 18;https://www.pharamond.fr;75056;Paris;restaurant;;;;;
10232;2.3454436000000003;48.864496599725896;node/681293869;restaurant;Comptoir de la Gastronomie;"Mo-Th 12:00-23:00;Fr-Sa 12:00-0:00";no;french;;;75056;Paris;restaurant;;;;;
10235;2.3462495999999997;48.8634247997262;node/681293961;restaurant;Deliziefollie;;;italian;;;75056;Paris;restaurant;;;;;
10239;2.3438022999999997;48.864095399726;node/681369663;restaurant;Baan Raï;;;thai;;;75056;Paris;restaurant;;;;;
10240;2.3407883;48.8625474997264;node/681430409;restaurant;Casa Festa;;;pizza;;;75056;Paris;restaurant;;;;;
10242;2.3488379;48.863048999726296;node/6814360459;fast_food;Bao's;;;asian;;;75056;Paris;restaurant;;;;;
10246;2.3503765;48.8404433997319;node/6815345690;restaurant;Les saveurs d'Abyssinie;;;ethiopian;;;75056;Paris;restaurant;;;;;
10250;2.3390538;48.866074299725504;node/681555427;restaurant;A Casaluna;Mo-Su,PH 12:00-14:00+,19:00-22:00+;;corsican;+33 1 42 60 05 11;https://www.acasaluna.com;75056;Paris;restaurant;;;;;
10252;2.3174081;48.8805004997219;node/6815680449;restaurant;Le Coin;;;french;+33 1 43 87 58 96;https://lecoindurocher.com/fr/accueil/;75056;Paris;restaurant;;;;;
10253;2.3170355;48.8805883997219;node/6815707548;restaurant;Felice;;;"italian;pizza";+33 1 43 87 53 37;;75056;Paris;restaurant;;;;;
10257;2.3369261000000003;48.8656092997256;node/681818309;restaurant;Le Festival;;;pizza;;;75056;Paris;restaurant;;;;;
10259;2.3551048999999997;48.83331299973371;node/6818289281;restaurant;Chào Bà;"Mo-Sa 12:00-15:00,19:00-22:00; PH closed";;vietnamese;;;75056;Paris;restaurant;;;;;
10264;2.3503644;48.872135299724;node/6822652646;restaurant;Chez Small's;"Mo-Fr 12:00-14:45,19:00-23:00; Sa-Su 19:00-23:00";;thai;+33981676388;https://chez-smalls.eatbu.com;75056;Paris;restaurant;;;;;
10267;2.3352467;48.8659037997256;node/682302345;restaurant;やすべえ;;;japanese;;;75056;Paris;restaurant;;;;;
10272;2.3349296;48.867159299725294;node/682316108;restaurant;Hakata;;;japanese;;;75056;Paris;restaurant;;;;;
10276;2.3338346000000003;48.86468409972589;node/682340351;restaurant;Sanukiya;Mo-Su 11:30-22:30;;"japanese;udon";;;75056;Paris;restaurant;;;;;
10279;2.2819311;48.8380435997325;node/682386969;restaurant;La Cave de L'Os à Moelle;;;french;+33 1 45 57 28 28;;75056;Paris;restaurant;;;;;
10280;2.2964549;48.8447866997308;node/682395334;restaurant;Koyuki;;;japanese;+33 1 45 32 67 56;;75056;Paris;restaurant;;;;;
10281;2.285841;48.847578399730104;node/682420361;restaurant;Akasaka (아가사가);;;korean;;;75056;Paris;restaurant;;;;;
10282;2.2869808;48.84819989973;node/682433022;restaurant;O Fil Rouge;Tu-Sa 12:00-14:30,19:00-22:30;yes;french;+33 1 45 75 84 15;https://ofilrouge.eatbu.com/;75056;Paris;restaurant;;;;;
10287;2.3140774;48.8821695997215;node/6831188990;restaurant;Hokkaido III;;;japanese;;;75056;Paris;restaurant;;;;;
10303;2.3289665;48.865530199725704;node/683260122;restaurant;Kinugawa Vendôme;;;japanese;;;75056;Paris;restaurant;;;;;
10304;2.3291994;48.8647819997258;node/683260127;restaurant;Rivoli Park;;;french;;;75056;Paris;restaurant;;;;;
10315;2.3725846;48.856179099728;node/6835712955;fast_food;EatLikePanda;;;burger;;;75056;Paris;restaurant;;;;;
10317;2.3311465;48.883938899721095;node/6838902951;fast_food;Black and White;;;burger;;;75056;Paris;restaurant;;;;;
10320;2.3736517000000004;48.85028229972939;node/6844900284;restaurant;Pouzenc;;;french;;;75056;Paris;restaurant;;;;;
10322;2.2895333;48.8517564997291;node/684572787;restaurant;Yako;"Mo-Sa 11:30-15:00,18:00-22:30; Su 18:00-22:30";;japanese;+33 1 45 78 67 58;;75056;Paris;restaurant;;;;;
10323;2.2872737;48.852762399728796;node/684572823;restaurant;Au Royal Couscous;;no;moroccan;+33145772517;http://www.tupalo.net/en/paris/au-royal-couscous;75056;Paris;restaurant;;;;;
10324;2.28309;48.846502699730394;node/6847156685;restaurant;Kim Anh;;;vietnamese;;;75056;Paris;restaurant;;;;;
10326;2.3598964;48.8664202997254;node/6847905686;restaurant;La Norma;;;italian;;;75056;Paris;restaurant;;;;;
10329;2.3778604;48.872207599724;node/685532229;fast_food;Tang Gourmet;;;chinese;;;75056;Paris;restaurant;;;;;
10334;2.2772322999999997;48.8518534997291;node/6856045409;restaurant;Alfredo Positano;"12:00-14:30;19:00-22:30";;italian;+33 1 46 51 93 54;;75056;Paris;restaurant;;;;;
10340;2.3360877999999996;48.867317499725196;node/685954593;restaurant;Gubine;"Mo-Fr 12:00-14:30, 19:00-22:30; Sa-Su 12:00-15:00, 19:00-22:30";;korean;+33 1 40 20 45 83;http://bigpicky.com;75056;Paris;restaurant;;;;;
10341;2.337428;48.867706199725106;node/685954754;restaurant;Sushi B;;;sushi;;;75056;Paris;restaurant;;;;;
10343;2.3709216;48.8731862997238;node/6860044210;restaurant;O'212;;limited;"algerian;french";;;75056;Paris;restaurant;;;;;
10345;2.3542172000000003;48.8644923997259;node/6861037720;restaurant;Le 404;Mo-Su 12:30-14:00,20:00-0:00;no;moroccan;+33 1 42 74 57 81;https://www.404-resto.com/restaurant/paris/404/;75056;Paris;restaurant;;;;;
10348;2.3470367999999997;48.8526238997289;node/6862401758;restaurant;Le Petit Châtelet;Mo-Su 12:00-14:30,19:00-22:45;no;french;;;75056;Paris;restaurant;;;;;
10352;2.3390607999999995;48.85210369972901;node/6865836386;fast_food;Les Biches;;;sandwich;;;75056;Paris;restaurant;;;;;
10354;2.3348742000000002;48.8703065997245;node/687029143;fast_food;Royal Sandwich;;;kebab;;;75056;Paris;restaurant;;;;;
10358;2.3770154999999997;48.857757499727605;node/6870500894;restaurant;Baï Thaï;;;thai;;;75056;Paris;restaurant;;;;;
10360;2.336662;48.868354399725;node/687065496;restaurant;Hang Ari;Tu-Su 12:00-14:30, 19:00-22:30;;korean;+33 1 44 50 44 50;;75056;Paris;restaurant;;;;;
10363;2.3395281000000003;48.870594899724395;node/687096897;restaurant;Le Sâotico;;;"french;fine_dining";+33 1 42 96 03 20;https://saotico.com/;75056;Paris;restaurant;;;;;
10366;2.3415934;48.8892621997198;node/6872633785;restaurant;Alix et Mika;;;french;+33173711990;http://www.alixetmika.com;75056;Paris;restaurant;;;;;
10371;2.3618971;48.82392369973601;node/6875440757;restaurant;La Table du Lamen;Tu-Su 12:00-00:30;;chinese;+33 1 57 27 08 64;;75056;Paris;restaurant;;;;;
10380;2.3421626;48.8688296997248;node/687993966;restaurant;Gallopin;;;french;;www.brasseriegallopin.com;75056;Paris;restaurant;;;;;
10385;2.3892412;48.872223399724;node/6882512694;restaurant;Le Jourdain;;;"french;tapas";+33 1 43 66 29 10;;75056;Paris;restaurant;;;;;
10386;2.3976102999999998;48.8662466997255;node/6882990265;fast_food;Croq Pizza;;;pizza;;;75056;Paris;restaurant;;;;;
10389;2.3741021;48.855501799728096;node/6886905788;restaurant;Blue Elephant;"Mo-Fr 12:00-14:30;Mo-Sa 19:00-0:00;Su 12:00-15:00;Su 19:00-23:00";;thai;+33 1 47 00 42 00;https://www.blueelephant.com/;75056;Paris;restaurant;;;;;
10394;2.3746408;48.856849099727796;node/6888187753;restaurant;K Lounge;;;thai;;;75056;Paris;restaurant;;;;;
10401;2.3441862999999996;48.867184899725295;node/689346734;restaurant;La Piazzetta;;;pizza;;;75056;Paris;restaurant;;;;;
10410;2.3550622000000003;48.844838299730796;node/690288263;fast_food;L'Etoile du Bonheur;;;kebab;;;75056;Paris;restaurant;;;;;
10411;2.3553999;48.8457866997306;node/690288266;fast_food;Cada di Panini;;;sandwich;;;75056;Paris;restaurant;;;;;
10417;2.3384016;48.87531369972321;node/6905693428;restaurant;Les Piplettes;;;french;;;75056;Paris;restaurant;;;;;
10420;2.3428931;48.8705144997244;node/690933897;restaurant;King Marcel;;limited;burger;;;75056;Paris;restaurant;;;;;
10421;2.3430313;48.87091549972429;node/690935125;restaurant;Circonstances;;;Bistrot_gastronome;;;75056;Paris;restaurant;;;;;
10426;2.2762652;48.849594499729605;node/6910317912;restaurant;Moshi1;Mo-Sa 12:00-14:30, 18:30-22:30;;japanese;;;75056;Paris;restaurant;;;;;
10428;2.343393;48.84718479973021;node/6911375365;fast_food;American Corner;"Mo-Fr 08:30-20:00;Sa 09:30-17:00";;sandwich;;;75056;Paris;restaurant;;;;;
10432;2.3465493;48.868031799724996;node/6912698529;fast_food;Palika Poké;;;hawaiian;+33 1 42 21 42 62;https://palikapoke.fr/;75056;Paris;restaurant;;;;;
10434;2.3453821;48.8661651997255;node/691293676;restaurant;La Cevicheria;Mo-Su 12:00-12:00, 15:00-19:30, 23:00-23:00;no;peruvian;+33 9 80 88 58 05;https://www.la-cevicheria.fr/;75056;Paris;restaurant;;;;;
10436;2.3659668;48.8649566997258;node/6913564286;fast_food;Tapas des Îles;;;tapas;;;75056;Paris;restaurant;;;;;
10439;2.3474928;48.8651003997258;node/691437443;restaurant;Le Petit Orgueil;"Mo-Fr 11:30-15:00, 18:00-23:00; Sa 11:30-23:00";;french;+33 9 50 19 91 95;;75056;Paris;restaurant;;;;;
10440;2.3503213;48.8652606997257;node/691720992;restaurant;Kuccini;Mo-Sa 12:00-12:45, 14:30-23:55;no;italian;;;75056;Paris;restaurant;;;;;
10441;2.350269;48.8645160997259;node/691721089;fast_food;LA BOULE MAITRE KEBABIER;Mo-Su 11:00-23:30;;"mediterranean;turkish";;;75056;Paris;restaurant;;;;;
10443;2.3490752;48.8659290997256;node/691721840;restaurant;Shabour;;;mediterranean;+33 6 95 16 32 87;;75056;Paris;restaurant;;;;;
10445;2.3577757000000004;48.8551898997282;node/6918246685;restaurant;Oyster Club;;;french;+33 7 82 76 25 16;http://www.oysterclub.fr/;75056;Paris;restaurant;;;;;
10446;2.3274232999999995;48.886446099720494;node/6918813885;restaurant;Do Brasil;Tu-Sa 11:00-22:00;;brazilian;+33 9 50 56 91 56;;75056;Paris;restaurant;;;;;
10447;2.3547156000000005;48.873067399723794;node/6919835603;restaurant;Grand Café d'Athènes;"Mo-Fr 12:00-14:30,19:00-23:00; Sa,Su 12:00-15:00,19:00-23:00";;greek;+33 174 646 546;www.grandcafedathenes.fr;75056;Paris;restaurant;;;;;
10451;2.3478949;48.867990199725;node/692330485;restaurant;Shine Garden;Mo-Fr 12:00-15:00;;french;;;75056;Paris;restaurant;;;;;
10452;2.348535;48.868270999725;node/692331225;restaurant;Echo;"We-Fr 09:00-16:00; Sa-Su 10:00-17:00";;"american;diner";;https://www.echo-paris.com/;75056;Paris;restaurant;;;;;
10455;2.3276196;48.8759284997231;node/6927258227;restaurant;Chez HL;;;japanese;;;75056;Paris;restaurant;;;;;
10457;2.3519506000000003;48.8696740997246;node/693003108;restaurant;Tong Fan;;;asian;;;75056;Paris;restaurant;;;;;
10459;2.3767912;48.866080399725504;node/6932925047;restaurant;J'suis là;;;chinese;;;75056;Paris;restaurant;;;;;
10460;2.3340127999999996;48.8769786997228;node/6934660413;restaurant;Phoenix 孔雀;;;chinese;+33148743494;;75056;Paris;restaurant;;;;;
10461;2.3105894;48.8516340997291;node/6934737987;restaurant;Da Zagara;;;italian;;;75056;Paris;restaurant;;;;;
